"","Common.Name","Scientific.Name","Stock.Assessment.Area","Stock.Status.Area","Council","Council.Abbv","FMP","Assessment.Model","Assessment.Model.Type","Science.Center.Region","Rebuilding.Program.Status","SI.stock.boundaries","SI.data.prep","SI.model","SI.sci.advice","SI.other","Spatially.Explict.Implict","NOAA.Region.Name","NMFS.Name","Ave.Metric.Tons_Commercial","Ave.Metric.Tons_Recreational","Ave.Dollars.Adj_Commercial","Ecological","Schooling","Max.Length.m","Transboundary","Fisheries.Dep.Only","PerTon_Ave.Dollars.Adj_Commercial","Mgmt.Council"
"163","Multispecies Complex","Bering Sea / Aleutian Islands Skate Complex","Bering Sea / Aleutian Islands","Bering Sea / Aleutian Islands","North Pacific Fisheries Management Council","NPFMC","Bering Sea/Aleutian Islands Groundfish FMP","Area-Swept Biomass",2,"Alaska",0,0,1,0,1,0,"0","Alaska","NA",NA,NA,NA,"NA",NA,NA,NA,0,NA,"North Pacific"
"164","Multispecies Complex","Guam Bottomfish Multi-species Complex","Guam","Guam","Western Pacific Fisheries Management Council","WPFMC","Mariana Archipelago Ecosystem","JABBA",2,"Pacific Islands",1,0,1,0,0,0,"0","Hawaii","NA",NA,NA,NA,"NA",NA,NA,NA,1,NA,"Western Pacific"
"165","Multispecies Complex","Gulf of Alaska Other Deepwater Flatfish Complex","Gulf of Alaska","Gulf of Alaska","North Pacific Fisheries Management Council","NPFMC","Gulf of Alaska Groundfish FMP","Average Catch",1,"Alaska",0,1,1,0,1,0,"0","Alaska","NA",NA,NA,NA,"NA",NA,NA,NA,0,NA,"North Pacific"
"166","Multispecies Complex","Gulf of Alaska Other Rockfish Complex","Gulf of Alaska","Gulf of Alaska","North Pacific Fisheries Management Council","NPFMC","Gulf of Alaska Groundfish FMP","Survey Abundance",2,"Alaska",0,1,0,0,1,0,"0","Alaska","NA",NA,NA,NA,"NA",NA,NA,NA,0,NA,"North Pacific"
"167","Multispecies Complex","Gulf of Alaska Other Shallow Water Flatfish Complex","Gulf of Alaska","Gulf of Alaska","North Pacific Fisheries Management Council","NPFMC","Gulf of Alaska Groundfish FMP","Index Method",2,"Alaska",0,1,0,0,1,0,"0","Alaska","NA",NA,NA,NA,"NA",NA,NA,NA,0,NA,"North Pacific"
"168","Multispecies Complex","Gulf of Alaska Sculpin Complex","Gulf of Alaska","Gulf of Alaska","North Pacific Fisheries Management Council","NPFMC","Gulf of Alaska Groundfish FMP","Index Method",2,"Alaska",0,0,0,0,0,0,"0","Alaska","NA",NA,NA,NA,"NA",NA,NA,NA,0,NA,"North Pacific"
"169","Multispecies Complex","Gulf of Alaska Shallow Water Flatfish Complex","Gulf of Alaska","Gulf of Alaska","North Pacific Fisheries Management Council","NPFMC","Gulf of Alaska Groundfish FMP","SS",4,"Alaska",0,1,0,0,1,0,"0","Alaska","NA",NA,NA,NA,"NA",NA,NA,NA,0,NA,"North Pacific"
"170","Multispecies Complex","Gulf of Alaska Shark Complex","Gulf of Alaska","Gulf of Alaska","North Pacific Fisheries Management Council","NPFMC","Gulf of Alaska Groundfish FMP","Index Method",2,"Alaska",0,0,0,0,0,0,"0","Alaska","NA",NA,NA,NA,"NA",NA,NA,NA,0,NA,"North Pacific"
"171","Multispecies Complex","Gulf of Alaska Skate Complex","Gulf of Alaska","Gulf of Alaska","North Pacific Fisheries Management Council","NPFMC","Gulf of Alaska Groundfish FMP","Survey Abundance",2,"Alaska",0,0,1,0,0,0,"0","Alaska","NA",NA,NA,NA,"NA",NA,NA,NA,0,NA,"North Pacific"
"172","Multispecies Complex","Gulf of Alaska Squid Complex","Gulf of Alaska","Gulf of Alaska","North Pacific Fisheries Management Council","NPFMC","Gulf of Alaska Groundfish FMP","Historical Average Catch",1,"Alaska",0,0,0,0,0,0,"0","Alaska","NA",NA,NA,NA,"NA",NA,NA,NA,NA,NA,"North Pacific"
"173","Multispecies Complex","Thornyhead rockfish complex","Gulf of Alaska","Gulf of Alaska","North Pacific Fisheries Management Council","NPFMC","Gulf of Alaska Groundfish FMP","Index Method",2,"Alaska",0,0,0,1,0,0,"1","Alaska","NA",NA,NA,NA,"NA",NA,NA,NA,NA,NA,"North Pacific"
"174","Multispecies Complex","Gulf Smoothhound Complex","Gulf of Mexico","Gulf of Mexico","Highly Migratory Species; International Convention for the Conservation of Atlantic Tuna","NOAA HMS-ICCAT","Atlantic/Gulf HMS FMP","State-Space Bayesian Surplus Production Model",5,"Southeast",0,0,1,0,0,NA,"0","NOAA HMS, ICCAT","NA",NA,NA,NA,"NA",NA,NA,NA,0,NA,"International, Atlantic"
"175","Multispecies Complex","Main Hawaiian Islands Deep 7 Bottomfish Multi-species Complex","Main Hawaiian Islands","Main Hawaiian Islands","Western Pacific Fisheries Management Council","WPFMC","Hawaii Archipelago Ecosystem","JABBA",2,"Pacific Islands",0,0,1,0,0,0,"0","Hawaii","NA",NA,NA,NA,"NA",NA,NA,NA,0,NA,"Western Pacific"
"176","Multispecies Complex","CNMI Bottomfish Multi-species Complex","Mariana Archipelago","Mariana Archipelago","Western Pacific Fisheries Management Council","WPFMC","Mariana Archipelago Ecosystem","GTG LBSPR",4,"Pacific Islands",0,0,1,0,0,0,"0","Hawaii","NA",NA,NA,NA,"NA",NA,NA,NA,NA,NA,"Western Pacific"
"177","Multispecies Complex","Northern Mariana Islands Bottomfish Multi-species Complex","Northern Mariana Islands","Northern Mariana Islands","Western Pacific Fisheries Management Council","WPFMC","Mariana Archipelago Ecosystem","JABBA",2,"Pacific Islands",0,0,0,0,0,0,"0","Hawaii","NA",NA,NA,NA,"NA",NA,NA,NA,1,NA,"Western Pacific"
"178","Multispecies Complex","Northwestern Hawaiian Islands Bottomfish Multi-species Complex *",NA,NA,"Western Pacific Fisheries Management Council","WPFMC","Hawaii Archipelago Ecosystem","JABBA",2,"Pacific Islands",0,0,0,0,0,0,"0","Hawaii","NA",NA,NA,NA,"NA",NA,NA,NA,NA,NA,"Western Pacific"
"179","Multispecies Complex","South Atlantic Snappers Complex","Southern Atlantic Coast","Southern Atlantic Coast","South Atlantic Fisheries Management Council","SAFMC","South Atlantic Snapper Grouper FMP","NA",NA,"Southeast",0,NA,NA,NA,NA,NA,"NA","South Atlantic","NA",NA,NA,NA,"NA",NA,NA,NA,NA,NA,"South Atlantic"
"180","Mutton snapper","Lutjanus analis","Southern Atlantic Coast / Gulf of Mexico","Southern Atlantic Coast / Gulf of Mexico","South Atlantic Fisheries Management Council; Gulf of Mexico Fishery Management Council","GMFMC-SAFMC","South Atlantic Snapper Grouper FMP","SS",4,"Southeast, Florida Fish and Wildlife Fish and Wildlife Research Institute (assessment lead was from this agency)",0,1,1,0,1,0,"0","South Atlantic","SNAPPER, MUTTON",15.2083333,293.9167,133829.203,"reef-associated, piscivorous/omnivorous",0,0.94,1,0,8799.72843572543,"Joint Council Mgmt, Atlantic"
"184","North Pacific spiny dogfish","Squalus suckleyi","Bering Sea / Aleutian Islands","Bering Sea / Aleutian Islands","North Pacific Fisheries Management Council","NPFMC","Bering Sea/Aleutian Islands Groundfish FMP","ORCS",1,"Alaska",0,0,0,0,0,0,"0","Alaska","SHARK, DOGFISH, SPINY",23.72727,NA,9913.876,"benthopelagic, piscivorous/omnivorous",0,1.4,1,0,417.826239596886,"North Pacific"
"185","North Pacific spiny dogfish","Squalus suckleyi","Gulf of Alaska","Gulf of Alaska","North Pacific Fisheries Management Council","NPFMC","Gulf of Alaska Groundfish FMP","Random Effects Model",2,"Alaska",0,0,0,0,0,0,"0","Alaska","SHARK, DOGFISH, SPINY",23.72727,NA,9913.876,"benthopelagic, piscivorous/omnivorous",0,1.4,1,0,417.826239596886,"North Pacific"
"186","Northern anchovy","Engraulis mordax","Northern Pacific Coast","Northern Pacific Coast","Pacific Fisheries Management Council","PFMC","Coastal Pelagic Species FMP","unknown",NA,"Southwest",0,1,1,0,0,0,"0","Pacific Coast","ANCHOVY, NORTHERN",8042.45833,3.85,1453492.77,"pelagic-neritic, planktivorous",1,0.248,1,0,180.727423178331,"Pacific"
"187","Northern anchovy","Engraulis mordax","Southern Pacific Coast","Southern Pacific Coast","Pacific Fisheries Management Council","PFMC","Coastal Pelagic Species FMP","SS",4,"Southwest",0,1,1,0,0,0,"0","Pacific Coast","ANCHOVY, NORTHERN",8042.45833,3.85,1453492.77,"pelagic-neritic, planktivorous",1,0.248,1,0,180.727423178331,"Pacific"
"188","Northern rock sole","Lepidopsetta polyxystra","Bering Sea / Aleutian Islands","Bering Sea / Aleutian Islands","North Pacific Fisheries Management Council","NPFMC","Bering Sea/Aleutian Islands Groundfish FMP","Custom SCAA",4,"Alaska",0,0,0,0,0,0,"0","Alaska","SOLE, ROCK",37736.25,NA,21066870,"demersal/benthic, piscivorous/omnivorous",0,0.69,1,0,558.266123422439,"North Pacific"
"189","Northern rock sole","Lepidopsetta polyxystra","Central Gulf of Alaska","Western / Central Gulf of Alaska","North Pacific Fisheries Management Council","NPFMC","Custom SCAA","SS",4,"Alaska",0,0,0,0,0,0,"0","Alaska","SOLE, ROCK",37736.25,NA,21066870,"demersal/benthic, piscivorous/omnivorous",0,0.69,1,0,558.266123422439,"North Pacific"
"190","Northern rock sole","Lepidopsetta polyxystra","Western Gulf of Alaska","Western / Central Gulf of Alaska","North Pacific Fisheries Management Council","NPFMC","Gulf of Alaska Groundfish FMP","SS",4,"Alaska",0,0,1,0,1,0,"0","Alaska","SOLE, ROCK",37736.25,NA,21066870,"demersal/benthic, piscivorous/omnivorous",0,0.69,1,0,558.266123422439,"North Pacific"
"191","Northern rockfish","Sebastes polyspinis","Bering Sea / Aleutian Islands","Bering Sea / Aleutian Islands","North Pacific Fisheries Management Council","NPFMC","Bering Sea/Aleutian Islands Groundfish FMP","Custom SCAA",4,"Alaska",0,0,0,0,0,0,"0","Alaska","ROCKFISHES",12938.375,NA,9704091,"demersal/benthic, piscivorous/omnivorous",0,0.41,1,0,750.023940409827,"North Pacific"
"192","Northern rockfish","Sebastes polyspinis","Western / Central Gulf of Alaska","Western / Central Gulf of Alaska","North Pacific Fisheries Management Council","NPFMC","Gulf of Alaska Groundfish FMP","Custom SCAA",4,"Alaska",0,0,1,0,1,0,"0","Alaska","ROCKFISHES",12938.375,NA,9704091,"demersal/benthic, piscivorous/omnivorous",0,0.41,1,0,750.023940409827,"North Pacific"
"193","Northern shortfin squid","Illex illecebrosus","Northwestern Atlantic Coast","Northwestern Atlantic Coast","New England Fisheries Management Council; Mid-Atlantic Fisheries Management Council","NEFMC-MAFMC","Atlantic Mackerel, Squid, and Butterfish FMP","ASAP",4,"Northeast",0,0,0,0,0,0,"0","New England","SQUID, SHORTFIN ILLEX",5689.16667,NA,7249685.9,"pelagic-neritic, planktivorous",1,0.27,1,NA,1274.29662734771,"Joint Council Mgmt, Atlantic"
"194","Oblique-banded snapper","Pristipomoides zonatus","American Samoa","American Samoa","Western Pacific Fisheries Management Council","WPFMC","American Samoa Archipelago Ecosystem","SS",4,"Pacific Islands",0,0,0,0,0,0,"0","Hawaii","SNAPPER, BINGHAMS",1.30769231,NA,17451.9611,"benthopelagic, piscivorous/omnivorous",0,0.575,1,0,13345.6172882136,"Western Pacific"
"195","Ocean pout","Zoarces americanus","Northwestern Atlantic Coast","Northwestern Atlantic Coast","New England Fisheries Management Council","NEFMC","Northeast Multispecies FMP","Index Method",2,"Northeast",1,0,0,0,0,0,"0","New England","POUT, OCEAN",1.8,1.8,1423.758,"demersal/benthic, piscivorous/omnivorous",0,1.1,1,0,790.976666666667,"New England"
"196","Ocean quahog","Arctica islandica","Atlantic Coast","Atlantic Coast","Mid-Atlantic Fisheries Management Council","MAFMC","Surfclams and Ocean Quahog FMP","SS",4,"Northeast",0,1,1,1,0,1,"1","Middle Atlantic","CLAM, QUAHOG, OCEAN",7239.92308,NA,14093864.2,"demersal/benthic, planktivorous",0,0.13,1,0,1946.68700817192,"Mid-Atlantic"
"197","Oceanic whitetip shark","Carcharhinus longimanus","Tropical Pacific","Western and Central Pacific","Western Pacific Fisheries Management Council","WPFMC","Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","SS",4,"Pacific Islands",0,0,1,0,0,0,"0","Hawaii","SHARKS, CHONDRICHTHYES (CLASS)",0,NA,107.4979,"pelagic-oceanic, piscivorous/omnivorous",0,4,1,1,0,"Western Pacific"
"198","Offshore hake","Merluccius albidus","Northwestern Atlantic Coast","Northwestern Atlantic Coast","New England Fisheries Management Council","NEFMC","Northeast Multispecies FMP","AIM, SEINE",2,"Northeast",0,1,0,0,0,1,"0","New England","HAKE, OFFSHORE",4.875,NA,12093.7592,"bathydemersal",0,0.7,1,NA,2480.77111794872,"New England"
"199","Olive rockfish","Sebastes serranoides","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","DB-SRA",1,"Northwest, Southwest",0,0,0,0,0,0,"0","Pacific Coast","ROCKFISH, OLIVE",1.54166667,38.26316,9514.9933,"reef-associated, piscivorous/omnivorous",0,0.61,1,1,6171.88753260132,"Pacific"
"200","Opalescent inshore squid (California Market Squid)","Loligo opalescens","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Coastal Pelagic Species FMP","Egg-escapement Model",1,"Southwest",0,0,1,0,0,1,"0","Pacific Coast","SQUID, CALIFORNIA MARKET",65043.2917,NA,56856372.5,"pelagic-oceanic, piscivorous/omnivorous",0,0.192,1,NA,874.131228816638,"Pacific"
"201","Pacific bluefin tuna","Thunnus orientalis","Pacific","Pacific","Western Pacific Management Council; Pacific Fisheries Management Council; Pacific RFMO","WPFMC-PFMC-P-RFMO","U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","SS",4,"Pacific Islands",0,1,1,1,0,0,"1","Hawaii","TUNA, BLUEFIN",1.666667,NA,26382.11,"pelagic-oceanic, piscivorous/omnivorous",1,3,1,1,15829.2628341474,"International, Pacific"
"202","Pacific chub mackerel","Scomber japonicus","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Coastal Pelagic Species FMP","SS",4,"Southwest",0,0,0,0,0,0,"0","Pacific Coast","MACKEREL, CHUB",4557.70833,183.45,1253315.02,"pelagic-neritic, planktivorous",1,0.64,1,0,274.987982831275,"Pacific"
"203","Pacific cod","Gadus macrocephalus","Aleutian Islands","Aleutian Islands","North Pacific Fisheries Management Council","NPFMC","Bering Sea/Aleutian Islands Groundfish FMP","Index Method",2,"Alaska",0,1,1,1,1,1,"1","Alaska","COD, PACIFIC",246518.042,NA,220088589,"demersal/benthic, piscivorous/omnivorous",0,1.19,1,0,892.78897079671,"North Pacific"
"204","Pacific cod","Gadus macrocephalus","Bering Sea","Bering Sea","North Pacific Fisheries Management Council","NPFMC","Bering Sea/Aleutian Islands Groundfish FMP","SS",4,"Alaska",0,0,1,0,0,1,"0","Alaska","COD, PACIFIC",246518.042,NA,220088589,"demersal/benthic, piscivorous/omnivorous",0,1.19,1,0,892.78897079671,"North Pacific"
"205","Pacific cod","Gadus macrocephalus","Gulf of Alaska","Gulf of Alaska","North Pacific Fisheries Management Council","NPFMC","Gulf of Alaska Groundfish FMP","Index Method",2,"Alaska",0,0,1,0,1,1,"0","Alaska","COD, PACIFIC",246518.042,NA,220088589,"demersal/benthic, piscivorous/omnivorous",0,1.19,1,0,892.78897079671,"North Pacific"
"206","Pacific grenadier","Coryphaenoides acrolepis","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","DB-SRA",1,"Northwest, Southwest",0,0,0,0,0,0,"0","Pacific Coast","GRENADIER, PACIFIC",25.8,NA,13025.882,"bathydemersal",0,1.04,1,1,504.879147286822,"Pacific"
"207","Pacific hake","Merluccius productus","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council; Pacific RFMO","PFMC-P-RFMO","Pacific Coast Groundfish FMP","SS",4,"Northwest",0,0,1,0,1,1,"0","Pacific Coast","HAKE, PACIFIC (WHITING)",199758.708,0.05263158,48539582.6,"pelagic-neritic, piscivorous/omnivorous",0,0.83,1,0,242.991072008736,"International, Pacific"
"208","Pacific halibut","Hippoglossus stenolepis","Pacific Coast / Alaska","Pacific Coast/ Alaska","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","SS",4,"IPHC",0,0,1,0,0,1,"0","Pacific Coast","HALIBUT, PACIFIC",552.583333,NA,5907165.55,"demersal/benthic, piscivorous/omnivorous",0,2.58,1,0,10690.0899777953,"Pacific"
"209","Pacific ocean perch","Sebastes alutus","Bering Sea / Aleutian Islands","Bering Sea / Aleutian Islands","North Pacific Fisheries Management Council","NPFMC","Bering Sea/Aleutian Islands Groundfish FMP","Custom SCAA",4,"Alaska",0,0,1,0,1,0,"0","Alaska","ROCKFISH, PACIFIC OCEAN PERCH",39147,NA,20238856.6,"bathydemersal",0,0.53,1,0,516.996362428794,"North Pacific"
"210","Pacific ocean perch","Sebastes alutus","Gulf of Alaska","Gulf of Alaska","North Pacific Fisheries Management Council","NPFMC","Gulf of Alaska Groundfish FMP","Custom SCAA",4,"Alaska",0,0,1,0,1,0,"0","Alaska","ROCKFISH, PACIFIC OCEAN PERCH",39147,NA,20238856.6,"bathydemersal",0,0.53,1,0,516.996362428794,"North Pacific"
"211","Pacific ocean perch","Sebastes alutus","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","Custom SCAA",4,"Northwest",0,0,0,1,0,0,"1","Pacific Coast","ROCKFISH, PACIFIC OCEAN PERCH",165.208333,0,155000.684,"bathydemersal",0,0.53,1,0,938.213473771931,"Pacific"
"212","Pacific sanddab","Citharichthys sordidus","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","SS",4,"Northwest",0,0,0,0,0,0,"0","Pacific Coast","FLOUNDER,PACIFIC,SANDDAB",152.041667,37,226007.718,"demersal/benthic, piscivorous/omnivorous",0,0.41,1,0,1486.48539876901,"Pacific"
"213","Pacific sardine","Sardinops sagax","Northern Subpopulation","Northern Subpopulation","Pacific Fisheries Management Council","PFMC","Coastal Pelagic Species FMP","SS",4,"Southwest",0,0,0,0,0,0,"0","Pacific Coast","SARDINE, PACIFIC",48416.5833,21.75,11198351,"pelagic-neritic, planktivorous",1,0.395,1,0,231.291640936588,"Pacific"
"214","Pacific sleeper shark","Somniosus pacificus","Bering Sea / Aleutian Islands","Bering Sea / Aleutian Islands","North Pacific Fisheries Management Council","NPFMC","Bering Sea/Aleutian Islands Groundfish FMP","ORCS",1,"Alaska",0,0,0,0,0,0,"0","Alaska","NA",NA,NA,NA,"benthopelagic, piscivorous/omnivorous",0,4.4,1,1,NA,"North Pacific"
"215","Pacific sleeper shark","Somniosus pacificus","Gulf of Alaska","Gulf of Alaska","North Pacific Fisheries Management Council","NPFMC","Gulf of Alaska Groundfish FMP","ORCS",1,"Alaska",0,0,0,0,0,0,"0","Alaska","NA",NA,NA,NA,"benthopelagic, piscivorous/omnivorous",0,4.4,1,1,NA,"North Pacific"
"216","Petrale sole","Eopsetta jordani","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","SS",4,"Northwest",0,0,1,1,0,0,"1","Pacific Coast","SOLE, PETRALE",2228.95833,4,7214756.22,"demersal/benthic, piscivorous/omnivorous",0,0.53,1,0,3236.82866695852,"Pacific"
"217","Pink rockfish","Sebastes eos","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","DB-SRA",1,"Northwest, Southwest",0,0,0,0,0,0,"0","Pacific Coast","ROCKFISH, PINK",0,NA,1295.8339,"demersal/benthic, piscivorous/omnivorous",0,0.56,1,1,0,"Pacific"
"218","Pink shrimp","Farfantepenaeus duorarum","Gulf of Mexico","Gulf of Mexico","Gulf of Mexico Fisheries Management Council","GMFMC","Shrimp FMP","SS",4,"Southeast",0,0,1,0,0,0,"0","Gulf","SHRIMP, NORTHERN PINK",2534.979,NA,17300160,"demersal/benthic, piscivorous/omnivorous",0,0.269,1,NA,6824.5772450186,"Gulf of Mexico"
"219","Pink shrimp","Farfantepenaeus duorarum","Southern Atlantic Coast","Southern Atlantic Coast","South Atlantic Fisheries Management Council","SAFMC","Shrimp FMP","Index Method",2,"Southeast",0,0,0,0,0,0,"0","South Atlantic","SHRIMP, NORTHERN PINK",2534.979,NA,17300160,"demersal/benthic, piscivorous/omnivorous",0,0.269,1,NA,6824.5772450186,"South Atlantic"
"220","Pollock","Pollachius virens","Gulf of Maine / Georges Bank","Gulf of Maine / Georges Bank","New England Fisheries Management Council","NEFMC","Northeast Multispecies FMP","ASAP",4,"Northeast",0,1,0,0,0,NA,"0","New England","POLLOCK",4891.875,810.875,11246526.1,"demersal/benthic, piscivorous/omnivorous",0,1.3,1,0,2299.0215612623,"New England"
"221","Porbeagle ","Lamna nasus","Atlantic","Northwestern Atlantic Coast","Highly Migratory Species; International Convention for the Conservation of Atlantic Tuna","NOAA HMS-ICCAT","Atlantic/Gulf HMS FMP","ICM, SAFE",1,"Southeast, ICCAT",1,1,0,0,0,0,"0","NOAA HMS, ICCAT","SHARK, PORBEAGLE",1.454545,NA,3175.7765,"pelagic-oceanic, piscivorous/omnivorous",0,3.5,1,1,2183.34702604595,"International, Atlantic"
"222","Queen triggerfish","Balistes vetula","Puerto Rico","Puerto Rico","Caribbean Fisheries Management Council","CFMC","Caribbean Reef Fish FMP","SS",4,"Southeast",0,0,1,0,0,NA,"0","South Atlantic","TRIGGERFISH, QUEEN",1.5,7.190476,9686.45544,"reef-associated, piscivorous/omnivorous",0,0.6,1,NA,6457.63696,"Caribbean"
"223","Queen triggerfish","Balistes vetula","St. Croix","St. Croix","Caribbean Fisheries Management Council","CFMC","Caribbean Reef Fish FMP","SS",4,"Southeast",0,0,1,0,0,NA,"0","South Atlantic","TRIGGERFISH, QUEEN",1.5,7.190476,9686.45544,"reef-associated, piscivorous/omnivorous",0,0.6,1,NA,6457.63696,"Caribbean"
"224","Quillback rockfish","Sebastes maliger","California","California","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","SS",4,"Northwest",1,0,1,1,1,0,"1","Pacific Coast","ROCKFISH, QUILLBACK",4.05,12.19048,52485.8152,"demersal/benthic, piscivorous/omnivorous",0,0.61,1,1,12959.4605432099,"Pacific"
"225","Quillback rockfish","Sebastes maliger","Oregon","Oregon","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","SS",4,"Northwest",0,0,1,1,1,0,"1","Pacific Coast","ROCKFISH, QUILLBACK",4.05,12.19048,52485.8152,"demersal/benthic, piscivorous/omnivorous",0,0.61,1,0,12959.4605432099,"Pacific"
"226","Quillback rockfish","Sebastes maliger","Washington","Washington","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","SS",4,"Northwest",0,0,1,1,1,0,"1","Pacific Coast","ROCKFISH, QUILLBACK",4.05,12.19048,52485.8152,"demersal/benthic, piscivorous/omnivorous",0,0.61,1,0,12959.4605432099,"Pacific"
"227","Red deepsea crab","Chaceon quinquedens","Northwestern Atlantic","Northwestern Atlantic","New England Fisheries Management Council","NEFMC","Atlantic Deep-Sea Red Crab FMP","Index Method",2,"Northeast",0,0,0,0,0,1,"0","New England","CRAB, RED DEEPSEA",1606.33333,NA,4802514,"demersal/benthic, piscivorous/omnivorous",0,0.09,1,0,2989.73688107437,"New England"
"228","Red drum","Sciaenops ocellatus","Gulf of Mexico","Gulf of Mexico","Gulf of Mexico Fisheries Management Council","GMFMC","Red Drum FMP","unknown",NA,"Southeast",0,0,1,0,0,NA,"0","Gulf","DRUM, RED",16.9166667,8038.833,103160.794,"demersal/benthic, piscivorous/omnivorous",0,1.55,1,NA,6098.17500276222,"Gulf of Mexico"
"229","Red grouper","Epinephelus morio","Gulf of Mexico","Gulf of Mexico","Gulf of Mexico Fisheries Management Council","GMFMC","Gulf of Mexico Reef Fish FMP","SS",4,"Southeast",0,0,1,0,0,NA,"0","Gulf","GROUPER, RED",1262.04651,1507.9167,10711082,"reef-associated, piscivorous/omnivorous",0,1.25,1,0,8487.07390348078,"Gulf of Mexico"
"230","Red grouper","Epinephelus morio","Southern Atlantic Coast","Southern Atlantic Coast","South Atlantic Fisheries Management Council","SAFMC","South Atlantic Snapper Grouper FMP","BAM",4,"Southeast",1,0,0,0,0,NA,"0","South Atlantic","GROUPER, RED",85.6666667,185.4583,753467.739,"reef-associated, piscivorous/omnivorous",0,1.25,1,0,8795.34325338703,"South Atlantic"
"231","Red hake","Urophycis chuss","Gulf of Maine / Northern Georges Bank","Gulf of Maine / Northern Georges Bank","New England Fisheries Management Council","NEFMC","Small-Mesh Multispecies FMP","Empirical Approach",2,"Northeast",0,1,0,0,0,1,"0","New England","HAKE, RED",435.333333,5.041667,485525.374,"demersal/benthic, piscivorous/omnivorous",0,0.66,1,0,1115.29565322764,"New England"
"232","Red hake","Urophycis chuss","Southern Georges Bank / Mid-Atlantic","Southern Georges Bank / Mid-Atlantic","New England Fisheries Management Council","NEFMC","Northeast Multispecies FMP","Empirical Approach",2,"Northeast",1,1,0,0,0,1,"0","New England","HAKE, RED",435.333333,5.041667,485525.374,"demersal/benthic, piscivorous/omnivorous",0,0.66,1,0,1115.29565322764,"New England"
"233","Red hind","Epinephelus guttatus","Caribbean","Caribbean","Caribbean Fisheries Management Council","CFMC","Caribbean Reef Fish FMP","Non-Equilibrium Mean Length Estimator",1,"Southeast",0,0,0,0,0,NA,"0","South Atlantic","HIND, RED",3.83333333,2.7222,34537.2529,"reef-associated, piscivorous/omnivorous",0,0.76,1,NA,9009.71815566062,"Caribbean"
"234","Red king crab","Paralithodes camtschaticus","Bristol Bay","Bristol Bay","North Pacific Fisheries Management Council","NPFMC","Bering Sea/Aleutian Islands Groundfish FMP","GMACS",4,"Alaska",0,0,1,0,1,1,"0","Alaska","
CRAB, KING",7511.333,NA,124516855.7,"demersal/benthic, piscivorous/omnivorous",0,0.22,1,0,16577.1981750776,"North Pacific"
"235","Red king crab","Paralithodes camtschaticus","Norton Sound","Norton Sound","North Pacific Fisheries Management Council","NPFMC","Bering Sea/Aleutian Islands Groundfish FMP","GMACS",4,"Alaska",0,0,1,0,1,1,"0","Alaska","
CRAB, KING",7511.333,NA,124516855.7,"demersal/benthic, piscivorous/omnivorous",0,0.22,1,0,16577.1981750776,"North Pacific"
"236","Red king crab","Paralithodes camtschaticus","Pribilof Islands","Pribilof Islands","North Pacific Fisheries Management Council","NPFMC","Bering Sea/Aleutian Islands Groundfish FMP","GMACS",4,"Alaska",0,0,1,0,1,1,"0","Alaska","
CRAB, KING",7511.333,NA,124516855.7,"demersal/benthic, piscivorous/omnivorous",0,0.22,1,0,16577.1981750776,"North Pacific"
"237","Red king crab","Paralithodes camtschaticus","Western Aleutian Islands","Western Aleutian Islands","North Pacific Fisheries Management Council","NPFMC","Bering Sea/Aleutian Islands Groundfish FMP","Average total catch",1,"Alaska",0,0,1,0,1,1,"0","Alaska","
CRAB, KING",7511.333,NA,124516855.7,"demersal/benthic, piscivorous/omnivorous",0,0.22,1,1,16577.1981750776,"North Pacific"
"238","Red porgy","Pagrus pagrus","Southern Atlantic Coast","Southern Atlantic Coast","South Atlantic Fisheries Management Council","SAFMC","South Atlantic Snapper Grouper FMP","BAM",4,"Southeast",1,0,1,0,0,NA,"0","South Atlantic","PORGY, RED",47.625,55.16667,264017.97,"benthopelagic, piscivorous/omnivorous",0,0.91,1,0,5543.68440944882,"South Atlantic"
