Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
1960,CALIFORNIA,"SHARKS, CHONDRICHTHYES (CLASS) **","694,200",315,"64,702",Public,Commercial,Chondrichthyes,159785,PACFINHIST
1959,CALIFORNIA,"SHARKS, CHONDRICHTHYES (CLASS) **","602,200",273,"50,466",Public,Commercial,Chondrichthyes,159785,PACFINHIST
1958,CALIFORNIA,"SHARKS, CHONDRICHTHYES (CLASS) **","491,600",223,"39,244",Public,Commercial,Chondrichthyes,159785,PACFINHIST
1957,CALIFORNIA,"SHARKS, CHONDRICHTHYES (CLASS) **","727,900",330,"53,286",Public,Commercial,Chondrichthyes,159785,PACFINHIST
1956,CALIFORNIA,"SHARKS, CHONDRICHTHYES (CLASS) **","1,085,200",492,"74,010",Public,Commercial,Chondrichthyes,159785,PACFINHIST
1955,CALIFORNIA,"SHARKS, CHONDRICHTHYES (CLASS) **","575,900",261,"48,075",Public,Commercial,Chondrichthyes,159785,PACFINHIST
1954,CALIFORNIA,"SHARKS, CHONDRICHTHYES (CLASS) **","770,300",349,"70,210",Public,Commercial,Chondrichthyes,159785,PACFINHIST
1953,CALIFORNIA,"SHARKS, CHONDRICHTHYES (CLASS) **","449,700",204,"56,130",Public,Commercial,Chondrichthyes,159785,PACFINHIST
1952,CALIFORNIA,"SHARKS, CHONDRICHTHYES (CLASS) **","305,000",138,"33,148",Public,Commercial,Chondrichthyes,159785,PACFINHIST
1951,CALIFORNIA,"SHARKS, CHONDRICHTHYES (CLASS) **","842,300",382,"70,317",Public,Commercial,Chondrichthyes,159785,PACFINHIST
1978,CALIFORNIA,"SHARKS, DOGFISH **","447,400",203,"29,928",Public,Commercial,Squalidae,160604,PACFINHIST
1977,CALIFORNIA,"SHARKS, DOGFISH **","383,600",174,"24,385",Public,Commercial,Squalidae,160604,PACFINHIST
1952,CALIFORNIA,"SHARKS, DOGFISH **","317,700",144,"19,628",Public,Commercial,Squalidae,160604,PACFINHIST
1950,CALIFORNIA,"SHARKS, DOGFISH **","717,200",325,"56,050",Public,Commercial,Squalidae,160604,PACFINHIST
1979,CALIFORNIA,"SHARKS, HAMMERHEAD **",302,0,122,Public,Commercial,Sphyrnidae,160497,PACFINHIST
2022,CALIFORNIA,"SHARKS, THRESHER **",,,,Confidential,Commercial,Alopias,159915,PACFIN
2021,CALIFORNIA,"SHARKS, THRESHER **",,,,Confidential,Commercial,Alopias,159915,PACFIN
2020,CALIFORNIA,"SHARKS, THRESHER **",,,,Confidential,Commercial,Alopias,159915,PACFIN
2019,CALIFORNIA,"SHARKS, THRESHER **","9,838",4,"8,183",Public,Commercial,Alopias,159915,PACFIN
2018,CALIFORNIA,"SHARKS, THRESHER **",393,0,322,Public,Commercial,Alopias,159915,PACFIN
2017,CALIFORNIA,"SHARKS, THRESHER **",,,,Confidential,Commercial,Alopias,159915,PACFIN
