Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
1997,CALIFORNIA,"CRAB, RED ROCK","1,296,395",588,"1,492,693",Public,Commercial,Cancer productus,98672,PACFINHIST
1996,CALIFORNIA,"CRAB, RED ROCK","1,168,411",530,"1,362,572",Public,Commercial,Cancer productus,98672,PACFINHIST
1995,CALIFORNIA,"CRAB, RED ROCK","1,047,341",475,"1,237,844",Public,Commercial,Cancer productus,98672,PACFINHIST
1994,CALIFORNIA,"CRAB, RED ROCK","1,002,678",455,"1,051,431",Public,Commercial,Cancer productus,98672,PACFINHIST
1993,CALIFORNIA,"CRAB, RED ROCK","1,308,682",594,"1,358,701",Public,Commercial,Cancer productus,98672,PACFINHIST
1992,CALIFORNIA,"CRAB, RED ROCK","1,467,533",666,"1,546,020",Public,Commercial,Cancer productus,98672,PACFINHIST
1991,CALIFORNIA,"CRAB, RED ROCK","1,622,462",736,"1,679,900",Public,Commercial,Cancer productus,98672,PACFINHIST
1990,CALIFORNIA,"CRAB, RED ROCK","1,787,500",811,"1,817,377",Public,Commercial,Cancer productus,98672,PACFINHIST
1989,CALIFORNIA,"CRAB, RED ROCK","1,312,035",595,"1,307,893",Public,Commercial,Cancer productus,98672,PACFINHIST
1988,CALIFORNIA,"CRAB, RED ROCK","1,247,195",566,"1,203,054",Public,Commercial,Cancer productus,98672,PACFINHIST
1987,CALIFORNIA,"CRAB, RED ROCK","1,567,392",711,"1,481,445",Public,Commercial,Cancer productus,98672,PACFINHIST
1986,CALIFORNIA,"CRAB, RED ROCK","1,913,868",868,"1,802,956",Public,Commercial,Cancer productus,98672,PACFINHIST
1985,CALIFORNIA,"CRAB, RED ROCK","1,740,340",789,"1,448,807",Public,Commercial,Cancer productus,98672,PACFINHIST
1984,CALIFORNIA,"CRAB, RED ROCK","1,677,429",761,"1,328,086",Public,Commercial,Cancer productus,98672,PACFINHIST
1983,CALIFORNIA,"CRAB, RED ROCK","1,397,320",634,"1,087,264",Public,Commercial,Cancer productus,98672,PACFINHIST
1982,CALIFORNIA,"CRAB, RED ROCK","1,278,007",580,"1,002,231",Public,Commercial,Cancer productus,98672,PACFINHIST
1981,CALIFORNIA,"CRAB, RED ROCK","1,375,051",624,"1,019,954",Public,Commercial,Cancer productus,98672,PACFINHIST
1980,CALIFORNIA,"CRAB, RED ROCK","1,082,921",491,"767,955",Public,Commercial,Cancer productus,98672,PACFINHIST
1979,CALIFORNIA,"CRAB, RED ROCK","953,522",433,"541,071",Public,Commercial,Cancer productus,98672,PACFINHIST
1978,CALIFORNIA,"CRAB, RED ROCK","956,600",434,"331,688",Public,Commercial,Cancer productus,98672,PACFINHIST
1977,CALIFORNIA,"CRAB, RED ROCK","1,082,900",491,"316,204",Public,Commercial,Cancer productus,98672,PACFINHIST
1976,CALIFORNIA,"CRAB, RED ROCK","1,227,700",557,"341,948",Public,Commercial,Cancer productus,98672,PACFINHIST
1975,CALIFORNIA,"CRAB, RED ROCK","1,201,700",545,"264,513",Public,Commercial,Cancer productus,98672,PACFINHIST
1974,CALIFORNIA,"CRAB, RED ROCK","623,800",283,"163,646",Public,Commercial,Cancer productus,98672,PACFINHIST
1973,CALIFORNIA,"CRAB, RED ROCK","962,300",436,"165,744",Public,Commercial,Cancer productus,98672,PACFINHIST
1972,CALIFORNIA,"CRAB, RED ROCK","843,400",383,"116,319",Public,Commercial,Cancer productus,98672,PACFINHIST
1971,CALIFORNIA,"CRAB, RED ROCK","539,000",244,"68,711",Public,Commercial,Cancer productus,98672,PACFINHIST
1970,CALIFORNIA,"CRAB, RED ROCK","537,900",244,"59,722",Public,Commercial,Cancer productus,98672,PACFINHIST
1969,CALIFORNIA,"CRAB, RED ROCK","499,700",227,"55,148",Public,Commercial,Cancer productus,98672,PACFINHIST
1968,CALIFORNIA,"CRAB, RED ROCK","351,000",159,"37,223",Public,Commercial,Cancer productus,98672,PACFINHIST
1967,CALIFORNIA,"CRAB, RED ROCK","324,300",147,"32,896",Public,Commercial,Cancer productus,98672,PACFINHIST
1966,CALIFORNIA,"CRAB, RED ROCK","330,800",150,"32,724",Public,Commercial,Cancer productus,98672,PACFINHIST
1965,CALIFORNIA,"CRAB, RED ROCK","328,700",149,"31,695",Public,Commercial,Cancer productus,98672,PACFINHIST
1964,CALIFORNIA,"CRAB, RED ROCK","263,900",120,"24,724",Public,Commercial,Cancer productus,98672,PACFINHIST
1963,CALIFORNIA,"CRAB, RED ROCK","240,600",109,"21,842",Public,Commercial,Cancer productus,98672,PACFINHIST
1962,CALIFORNIA,"CRAB, RED ROCK","200,300",91,"16,606",Public,Commercial,Cancer productus,98672,PACFINHIST
1961,CALIFORNIA,"CRAB, RED ROCK","151,700",69,"12,131",Public,Commercial,Cancer productus,98672,PACFINHIST
1960,CALIFORNIA,"CRAB, RED ROCK","120,400",55,"9,432",Public,Commercial,Cancer productus,98672,PACFINHIST
1959,CALIFORNIA,"CRAB, RED ROCK","129,400",59,"9,058",Public,Commercial,Cancer productus,98672,PACFINHIST
1958,CALIFORNIA,"CRAB, RED ROCK","156,000",71,"10,864",Public,Commercial,Cancer productus,98672,PACFINHIST
1957,CALIFORNIA,"CRAB, RED ROCK","151,100",69,"9,862",Public,Commercial,Cancer productus,98672,PACFINHIST
1956,CALIFORNIA,"CRAB, RED ROCK","59,200",27,"4,315",Public,Commercial,Cancer productus,98672,PACFINHIST
1955,CALIFORNIA,"CRAB, RED ROCK","54,100",25,"3,866",Public,Commercial,Cancer productus,98672,PACFINHIST
1954,CALIFORNIA,"CRAB, RED ROCK","39,100",18,"2,534",Public,Commercial,Cancer productus,98672,PACFINHIST
1953,CALIFORNIA,"CRAB, RED ROCK","49,300",22,"4,392",Public,Commercial,Cancer productus,98672,PACFINHIST
1952,CALIFORNIA,"CRAB, RED ROCK","17,000",8,715,Public,Commercial,Cancer productus,98672,PACFINHIST
1951,CALIFORNIA,"CRAB, RED ROCK","22,600",10,"1,803",Public,Commercial,Cancer productus,98672,PACFINHIST
2023,CALIFORNIA,"CRAB, SOUTHERN TANNER",785,0,217,Public,Commercial,Chionoecetes bairdi,98429,PACFIN
2022,CALIFORNIA,"CRAB, SOUTHERN TANNER",,,,Confidential,Commercial,Chionoecetes bairdi,98429,PACFIN
2021,CALIFORNIA,"CRAB, SOUTHERN TANNER",,,,Confidential,Commercial,Chionoecetes bairdi,98429,PACFIN
2020,CALIFORNIA,"CRAB, SOUTHERN TANNER",396,0,17,Public,Commercial,Chionoecetes bairdi,98429,PACFIN
2019,CALIFORNIA,"CRAB, SOUTHERN TANNER",535,0,509,Public,Commercial,Chionoecetes bairdi,98429,PACFIN
2018,CALIFORNIA,"CRAB, SOUTHERN TANNER","1,533",1,"1,169",Public,Commercial,Chionoecetes bairdi,98429,PACFIN
2017,CALIFORNIA,"CRAB, SOUTHERN TANNER",388,0,17,Public,Commercial,Chionoecetes bairdi,98429,PACFIN
2016,CALIFORNIA,"CRAB, SOUTHERN TANNER",,,,Confidential,Commercial,Chionoecetes bairdi,98429,PACFIN
2015,CALIFORNIA,"CRAB, SOUTHERN TANNER",,,,Confidential,Commercial,Chionoecetes bairdi,98429,PACFIN
2014,CALIFORNIA,"CRAB, SOUTHERN TANNER",,,,Confidential,Commercial,Chionoecetes bairdi,98429,PACFIN
2013,CALIFORNIA,"CRAB, SOUTHERN TANNER",,,,Confidential,Commercial,Chionoecetes bairdi,98429,PACFIN
2012,CALIFORNIA,"CRAB, SOUTHERN TANNER",,,,Confidential,Commercial,Chionoecetes bairdi,98429,PACFIN
2011,CALIFORNIA,"CRAB, SOUTHERN TANNER","3,217",1,103,Public,Commercial,Chionoecetes bairdi,98429,PACFIN
2010,CALIFORNIA,"CRAB, SOUTHERN TANNER",,,,Confidential,Commercial,Chionoecetes bairdi,98429,PACFIN
2009,CALIFORNIA,"CRAB, SOUTHERN TANNER",81,0,1,Public,Commercial,Chionoecetes bairdi,98429,PACFIN
2008,CALIFORNIA,"CRAB, SOUTHERN TANNER",,,,Confidential,Commercial,Chionoecetes bairdi,98429,PACFIN
2006,CALIFORNIA,"CRAB, SOUTHERN TANNER",,,,Confidential,Commercial,Chionoecetes bairdi,98429,PACFIN
2005,CALIFORNIA,"CRAB, SOUTHERN TANNER",,,,Confidential,Commercial,Chionoecetes bairdi,98429,PACFIN
2004,CALIFORNIA,"CRAB, SOUTHERN TANNER",,,,Confidential,Commercial,Chionoecetes bairdi,98429,PACFIN
2003,CALIFORNIA,"CRAB, SOUTHERN TANNER","212,973",97,"318,131",Public,Commercial,Chionoecetes bairdi,98429,PACFINHIST
1999,CALIFORNIA,"CRAB, SOUTHERN TANNER",262,0,910,Public,Commercial,Chionoecetes bairdi,98429,PACFINHIST
1997,CALIFORNIA,"CRAB, SOUTHERN TANNER","37,051",17,"19,992",Public,Commercial,Chionoecetes bairdi,98429,PACFINHIST
1995,CALIFORNIA,"CRAB, SOUTHERN TANNER","6,841",3,"7,537",Public,Commercial,Chionoecetes bairdi,98429,PACFINHIST
1993,CALIFORNIA,"CRAB, SOUTHERN TANNER","2,364",1,828,Public,Commercial,Chionoecetes bairdi,98429,PACFINHIST
2023,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","67,376",31,"160,901",Public,Commercial,Decapoda,95599,PACFIN
2022,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","98,573",45,"395,824",Public,Commercial,Decapoda,95599,PACFIN
2021,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","138,141",63,"485,185",Public,Commercial,Decapoda,95599,PACFIN
2020,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","123,569",56,"259,547",Public,Commercial,Decapoda,95599,PACFIN
2019,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","136,909",62,"310,947",Public,Commercial,Decapoda,95599,PACFIN
2018,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","144,231",65,"324,559",Public,Commercial,Decapoda,95599,PACFIN
2017,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","163,839",74,"330,150",Public,Commercial,Decapoda,95599,PACFIN
2016,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","145,418",66,"278,396",Public,Commercial,Decapoda,95599,PACFIN
2015,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","110,769",50,"156,341",Public,Commercial,Decapoda,95599,PACFIN
2014,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","112,761",51,"149,341",Public,Commercial,Decapoda,95599,PACFIN
2013,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","70,437",32,"88,450",Public,Commercial,Decapoda,95599,PACFIN
2012,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","69,978",32,"87,180",Public,Commercial,Decapoda,95599,PACFIN
2011,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","69,374",31,"83,571",Public,Commercial,Decapoda,95599,PACFIN
2010,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","86,016",39,"88,338",Public,Commercial,Decapoda,95599,PACFIN
2009,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","92,650",42,"103,378",Public,Commercial,Decapoda,95599,PACFIN
2008,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","71,417",32,"82,493",Public,Commercial,Decapoda,95599,PACFIN
2007,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","88,037",40,"100,358",Public,Commercial,Decapoda,95599,PACFIN
2006,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","91,755",42,"100,245",Public,Commercial,Decapoda,95599,PACFIN
2005,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","77,207",35,"80,182",Public,Commercial,Decapoda,95599,PACFIN
2004,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","117,574",53,"122,185",Public,Commercial,Decapoda,95599,PACFIN
2003,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","136,378",62,"137,609",Public,Commercial,Decapoda,95599,PACFINHIST
2002,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","97,342",44,"91,255",Public,Commercial,Decapoda,95599,PACFINHIST
2001,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","109,124",49,"110,333",Public,Commercial,Decapoda,95599,PACFINHIST
2000,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","72,132",33,"66,897",Public,Commercial,Decapoda,95599,PACFINHIST
1999,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","89,732",41,"75,281",Public,Commercial,Decapoda,95599,PACFINHIST
1998,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","127,172",58,"95,996",Public,Commercial,Decapoda,95599,PACFINHIST
1997,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","121,232",55,"97,388",Public,Commercial,Decapoda,95599,PACFINHIST
1996,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","88,084",40,"56,307",Public,Commercial,Decapoda,95599,PACFINHIST
1995,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","74,677",34,"52,170",Public,Commercial,Decapoda,95599,PACFINHIST
1994,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","95,979",44,"65,963",Public,Commercial,Decapoda,95599,PACFINHIST
1993,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","153,317",70,"52,330",Public,Commercial,Decapoda,95599,PACFINHIST
1992,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","199,513",90,"75,563",Public,Commercial,Decapoda,95599,PACFINHIST
1991,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","215,295",98,"74,017",Public,Commercial,Decapoda,95599,PACFINHIST
1990,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","353,009",160,"80,117",Public,Commercial,Decapoda,95599,PACFINHIST
1989,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","375,897",171,"87,751",Public,Commercial,Decapoda,95599,PACFINHIST
1988,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","494,124",224,"88,500",Public,Commercial,Decapoda,95599,PACFINHIST
1987,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","434,848",197,"97,948",Public,Commercial,Decapoda,95599,PACFINHIST
1986,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","259,776",118,"74,102",Public,Commercial,Decapoda,95599,PACFINHIST
1985,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","50,875",23,"28,950",Public,Commercial,Decapoda,95599,PACFINHIST
1984,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","114,974",52,"84,687",Public,Commercial,Decapoda,95599,PACFINHIST
1983,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","109,971",50,"187,611",Public,Commercial,Decapoda,95599,PACFINHIST
1982,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","69,196",31,"637,240",Public,Commercial,Decapoda,95599,PACFINHIST
1981,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","37,647",17,"321,538",Public,Commercial,Decapoda,95599,PACFINHIST
1980,CALIFORNIA,"CRABS, DECAPODA (ORDER) **",811,0,"3,456",Public,Commercial,Decapoda,95599,PACFINHIST
1979,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","1,372",1,"5,616",Public,Commercial,Decapoda,95599,PACFINHIST
1978,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","3,500",2,"9,286",Public,Commercial,Decapoda,95599,PACFINHIST
1977,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","2,500",1,607,Public,Commercial,Decapoda,95599,PACFINHIST
1976,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","40,600",18,"21,296",Public,Commercial,Decapoda,95599,PACFINHIST
1975,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","249,900",113,"57,170",Public,Commercial,Decapoda,95599,PACFINHIST
1974,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","250,000",113,"41,700",Public,Commercial,Decapoda,95599,PACFINHIST
1972,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","6,800",3,"20,775",Public,Commercial,Decapoda,95599,PACFINHIST
1958,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","11,000",5,423,Public,Commercial,Decapoda,95599,PACFINHIST
1980,CALIFORNIA,"CRABS, SPIDER **","9,869",4,"4,290",Public,Commercial,Majidae,98417,PACFINHIST
1979,CALIFORNIA,"CRABS, SPIDER **","14,402",7,"5,614",Public,Commercial,Majidae,98417,PACFINHIST
2001,CALIFORNIA,"CRAYFISHES, FRESHWATER **","110,181",50,"131,568",Public,Commercial,Astacoidea,97306,PACFINHIST
1980,CALIFORNIA,"CRAYFISHES, FRESHWATER **","502,101",228,"425,642",Public,Commercial,Astacoidea,97306,PACFINHIST
1979,CALIFORNIA,"CRAYFISHES, FRESHWATER **","447,570",203,"328,525",Public,Commercial,Astacoidea,97306,PACFINHIST
1978,CALIFORNIA,"CRAYFISHES, FRESHWATER **","108,700",49,"70,828",Public,Commercial,Astacoidea,97306,PACFINHIST
1977,CALIFORNIA,"CRAYFISHES, FRESHWATER **","594,900",270,"291,977",Public,Commercial,Astacoidea,97306,PACFINHIST
1976,CALIFORNIA,"CRAYFISHES, FRESHWATER **","606,700",275,"314,523",Public,Commercial,Astacoidea,97306,PACFINHIST
1975,CALIFORNIA,"CRAYFISHES, FRESHWATER **","533,200",242,"240,236",Public,Commercial,Astacoidea,97306,PACFINHIST
1974,CALIFORNIA,"CRAYFISHES, FRESHWATER **","246,700",112,"113,090",Public,Commercial,Astacoidea,97306,PACFINHIST
1973,CALIFORNIA,"CRAYFISHES, FRESHWATER **","107,200",49,"35,682",Public,Commercial,Astacoidea,97306,PACFINHIST
1972,CALIFORNIA,"CRAYFISHES, FRESHWATER **","72,800",33,"23,785",Public,Commercial,Astacoidea,97306,PACFINHIST
1971,CALIFORNIA,"CRAYFISHES, FRESHWATER **","138,000",63,"55,358",Public,Commercial,Astacoidea,97306,PACFINHIST
2023,CALIFORNIA,"CROAKER, PACIFIC WHITE","33,975",15,"45,742",Public,Commercial,Genyonemus lineatus,169257,PACFIN
2022,CALIFORNIA,"CROAKER, PACIFIC WHITE","23,902",11,"20,586",Public,Commercial,Genyonemus lineatus,169257,PACFIN
2021,CALIFORNIA,"CROAKER, PACIFIC WHITE","25,453",12,"21,874",Public,Commercial,Genyonemus lineatus,169257,PACFIN
2020,CALIFORNIA,"CROAKER, PACIFIC WHITE","22,614",10,"10,123",Public,Commercial,Genyonemus lineatus,169257,PACFIN
2019,CALIFORNIA,"CROAKER, PACIFIC WHITE","43,062",20,"20,413",Public,Commercial,Genyonemus lineatus,169257,PACFIN
2018,CALIFORNIA,"CROAKER, PACIFIC WHITE","51,018",23,"39,187",Public,Commercial,Genyonemus lineatus,169257,PACFIN
2017,CALIFORNIA,"CROAKER, PACIFIC WHITE","35,179",16,"25,290",Public,Commercial,Genyonemus lineatus,169257,PACFIN
2016,CALIFORNIA,"CROAKER, PACIFIC WHITE","33,417",15,"28,224",Public,Commercial,Genyonemus lineatus,169257,PACFIN
2015,CALIFORNIA,"CROAKER, PACIFIC WHITE","13,449",6,"8,216",Public,Commercial,Genyonemus lineatus,169257,PACFIN
2014,CALIFORNIA,"CROAKER, PACIFIC WHITE","16,381",7,"10,572",Public,Commercial,Genyonemus lineatus,169257,PACFIN
2013,CALIFORNIA,"CROAKER, PACIFIC WHITE","6,309",3,"3,819",Public,Commercial,Genyonemus lineatus,169257,PACFIN
2012,CALIFORNIA,"CROAKER, PACIFIC WHITE","6,123",3,"3,738",Public,Commercial,Genyonemus lineatus,169257,PACFIN
2011,CALIFORNIA,"CROAKER, PACIFIC WHITE","6,833",3,"4,140",Public,Commercial,Genyonemus lineatus,169257,PACFIN
2010,CALIFORNIA,"CROAKER, PACIFIC WHITE","12,347",6,"11,421",Public,Commercial,Genyonemus lineatus,169257,PACFIN
2009,CALIFORNIA,"CROAKER, PACIFIC WHITE","116,065",53,"36,731",Public,Commercial,Genyonemus lineatus,169257,PACFIN
2008,CALIFORNIA,"CROAKER, PACIFIC WHITE","73,572",33,"44,916",Public,Commercial,Genyonemus lineatus,169257,PACFIN
2007,CALIFORNIA,"CROAKER, PACIFIC WHITE","65,054",30,"44,202",Public,Commercial,Genyonemus lineatus,169257,PACFIN
2006,CALIFORNIA,"CROAKER, PACIFIC WHITE","81,074",37,"57,987",Public,Commercial,Genyonemus lineatus,169257,PACFIN
2005,CALIFORNIA,"CROAKER, PACIFIC WHITE","63,699",29,"48,445",Public,Commercial,Genyonemus lineatus,169257,PACFIN
2004,CALIFORNIA,"CROAKER, PACIFIC WHITE","67,288",31,"49,926",Public,Commercial,Genyonemus lineatus,169257,PACFIN
2003,CALIFORNIA,"CROAKER, PACIFIC WHITE","177,713",81,"140,706",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
2002,CALIFORNIA,"CROAKER, PACIFIC WHITE","208,782",95,"182,476",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
2001,CALIFORNIA,"CROAKER, PACIFIC WHITE","179,060",81,"143,043",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
2000,CALIFORNIA,"CROAKER, PACIFIC WHITE","192,980",88,"155,686",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1999,CALIFORNIA,"CROAKER, PACIFIC WHITE","162,597",74,"129,580",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1998,CALIFORNIA,"CROAKER, PACIFIC WHITE","142,401",65,"101,478",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1997,CALIFORNIA,"CROAKER, PACIFIC WHITE","345,111",157,"221,414",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1996,CALIFORNIA,"CROAKER, PACIFIC WHITE","528,488",240,"314,851",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1995,CALIFORNIA,"CROAKER, PACIFIC WHITE","565,112",256,"348,703",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1994,CALIFORNIA,"CROAKER, PACIFIC WHITE","479,598",218,"280,073",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1993,CALIFORNIA,"CROAKER, PACIFIC WHITE","713,930",324,"409,850",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1992,CALIFORNIA,"CROAKER, PACIFIC WHITE","715,679",325,"346,791",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1991,CALIFORNIA,"CROAKER, PACIFIC WHITE","995,891",452,"438,659",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1990,CALIFORNIA,"CROAKER, PACIFIC WHITE","774,666",351,"336,881",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1989,CALIFORNIA,"CROAKER, PACIFIC WHITE","1,041,979",473,"422,775",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1988,CALIFORNIA,"CROAKER, PACIFIC WHITE","1,135,551",515,"430,146",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1987,CALIFORNIA,"CROAKER, PACIFIC WHITE","912,963",414,"339,973",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1986,CALIFORNIA,"CROAKER, PACIFIC WHITE","1,245,326",565,"481,787",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1985,CALIFORNIA,"CROAKER, PACIFIC WHITE","1,437,131",652,"525,704",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1984,CALIFORNIA,"CROAKER, PACIFIC WHITE","1,491,488",677,"308,163",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1983,CALIFORNIA,"CROAKER, PACIFIC WHITE","782,452",355,"215,757",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1982,CALIFORNIA,"CROAKER, PACIFIC WHITE","1,331,801",604,"388,951",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1981,CALIFORNIA,"CROAKER, PACIFIC WHITE","978,440",444,"287,469",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1980,CALIFORNIA,"CROAKER, PACIFIC WHITE","1,061,701",482,"305,198",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1979,CALIFORNIA,"CROAKER, PACIFIC WHITE","716,292",325,"207,017",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1978,CALIFORNIA,"CROAKER, PACIFIC WHITE","422,400",192,"117,570",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1977,CALIFORNIA,"CROAKER, PACIFIC WHITE","588,400",267,"113,233",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1976,CALIFORNIA,"CROAKER, PACIFIC WHITE","518,004",235,"98,934",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1975,CALIFORNIA,"CROAKER, PACIFIC WHITE","640,000",290,"156,609",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1974,CALIFORNIA,"CROAKER, PACIFIC WHITE","539,800",245,"109,987",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1973,CALIFORNIA,"CROAKER, PACIFIC WHITE","346,300",157,"72,765",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1971,CALIFORNIA,"CROAKER, PACIFIC WHITE","334,400",152,"24,232",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1969,CALIFORNIA,"CROAKER, PACIFIC WHITE","525,500",238,"41,160",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1968,CALIFORNIA,"CROAKER, PACIFIC WHITE","941,300",427,"58,693",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1956,CALIFORNIA,"CROAKER, PACIFIC WHITE","890,300",404,"37,355",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1955,CALIFORNIA,"CROAKER, PACIFIC WHITE","820,000",372,"42,785",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1954,CALIFORNIA,"CROAKER, PACIFIC WHITE","913,800",414,"47,620",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1953,CALIFORNIA,"CROAKER, PACIFIC WHITE","1,201,100",545,"61,632",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1952,CALIFORNIA,"CROAKER, PACIFIC WHITE","3,273,500","1,485","127,815",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1951,CALIFORNIA,"CROAKER, PACIFIC WHITE","682,200",309,"44,249",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
1950,CALIFORNIA,"CROAKER, PACIFIC WHITE","747,400",339,"35,621",Public,Commercial,Genyonemus lineatus,169257,PACFINHIST
2003,CALIFORNIA,CRUSTACEANS **,126,0,"1,323",Confidential,Commercial,Crustacea,83677,PACFINHIST
2002,CALIFORNIA,CRUSTACEANS **,"107,844",49,"122,925",Confidential,Commercial,Crustacea,83677,PACFINHIST
2001,CALIFORNIA,CRUSTACEANS **,"2,151",1,"4,121",Confidential,Commercial,Crustacea,83677,PACFINHIST
2000,CALIFORNIA,CRUSTACEANS **,"88,643",40,"70,807",Confidential,Commercial,Crustacea,83677,PACFINHIST
1999,CALIFORNIA,CRUSTACEANS **,"188,614",86,"163,162",Confidential,Commercial,Crustacea,83677,PACFINHIST
1998,CALIFORNIA,CRUSTACEANS **,162,0,916,Confidential,Commercial,Crustacea,83677,PACFINHIST
1997,CALIFORNIA,CRUSTACEANS **,41,0,21,Confidential,Commercial,Crustacea,83677,PACFINHIST
1996,CALIFORNIA,CRUSTACEANS **,"87,360",40,"110,424",Confidential,Commercial,Crustacea,83677,PACFINHIST
1995,CALIFORNIA,CRUSTACEANS **,"97,473",44,"121,921",Confidential,Commercial,Crustacea,83677,PACFINHIST
1994,CALIFORNIA,CRUSTACEANS **,"167,063",76,"160,562",Confidential,Commercial,Crustacea,83677,PACFINHIST
1993,CALIFORNIA,CRUSTACEANS **,"56,442",26,"82,069",Confidential,Commercial,Crustacea,83677,PACFINHIST
